AFFYMETRIX_3PRIME_IVT_ID	Name	Species
1552852_a_at	zinc finger and SCAN domain containing 4(ZSCAN4)	Homo sapiens
1556351_at	hyperpolarization activated cyclic nucleotide gated potassium channel 1(HCN1)	Homo sapiens
1562563_at	hyperpolarization activated cyclic nucleotide gated potassium channel 1(HCN1)	Homo sapiens
1553452_at	myosin IH(MYO1H)	Homo sapiens
1557782_s_at	C21orf62 antisense RNA 1(C21orf62-AS1)	Homo sapiens
1559755_at	C21orf62 antisense RNA 1(C21orf62-AS1)	Homo sapiens
206462_s_at	neurotrophic receptor tyrosine kinase 3(NTRK3)	Homo sapiens
1557795_s_at	neurotrophic receptor tyrosine kinase 3(NTRK3)	Homo sapiens
1562901_at	uncharacterized LOC105370994(LOC105370994)	Homo sapiens
205805_s_at	receptor tyrosine kinase like orphan receptor 1(ROR1)	Homo sapiens
205578_at	receptor tyrosine kinase like orphan receptor 2(ROR2)	Homo sapiens
205168_at	discoidin domain receptor tyrosine kinase 2(DDR2)	Homo sapiens
206291_at	neurotensin(NTS)	Homo sapiens
1553491_at	kinase suppressor of ras 2(KSR2)	Homo sapiens
200649_at	nucleobindin 1(NUCB1)	Homo sapiens
200646_s_at	nucleobindin 1(NUCB1)	Homo sapiens
203675_at	nucleobindin 2(NUCB2)	Homo sapiens
1553821_at	HECT domain E3 ubiquitin protein ligase 4(HECTD4)	Homo sapiens
1561130_at	HECT domain E3 ubiquitin protein ligase 4(HECTD4)	Homo sapiens
1557529_at	HECT domain E3 ubiquitin protein ligase 4(HECTD4)	Homo sapiens
1554663_a_at	nuclear mitotic apparatus protein 1(NUMA1)	Homo sapiens
200747_s_at	nuclear mitotic apparatus protein 1(NUMA1)	Homo sapiens
202900_s_at	nucleoporin 88(NUP88)	Homo sapiens
203195_s_at	nucleoporin 98 and 96 precursor(NUP98)	Homo sapiens
203194_s_at	nucleoporin 98 and 96 precursor(NUP98)	Homo sapiens
1553424_at	chromosome 12 open reading frame 40(C12orf40)	Homo sapiens
1561721_a_at	chromosome 12 open reading frame 40(C12orf40)	Homo sapiens
204621_s_at	nuclear receptor subfamily 4 group A member 2(NR4A2)	Homo sapiens
204622_x_at	nuclear receptor subfamily 4 group A member 2(NR4A2)	Homo sapiens
1553436_at	mucin 19, oligomeric(MUC19)	Homo sapiens
1552570_at	thrombospondin type laminin G domain and EAR repeats(TSPEAR)	Homo sapiens
1555049_at	thrombospondin type laminin G domain and EAR repeats(TSPEAR)	Homo sapiens
1555048_a_at	thrombospondin type laminin G domain and EAR repeats(TSPEAR)	Homo sapiens
1562478_at	long intergenic non-protein coding RNA 659(LINC00659)	Homo sapiens
1559535_s_at	uncharacterized LOC100996419(LOC100996419)	Homo sapiens
1559534_at	uncharacterized LOC100996419(LOC100996419)	Homo sapiens
206696_at	G protein-coupled receptor 143(GPR143)	Homo sapiens
1560881_a_at	long intergenic non-protein coding RNA 112(LINC00112)	Homo sapiens
205552_s_at	2'-5'-oligoadenylate synthetase 1(OAS1)	Homo sapiens
202869_at	2'-5'-oligoadenylate synthetase 1(OAS1)	Homo sapiens
1569176_at	transmembrane serine protease 12(TMPRSS12)	Homo sapiens
206553_at	2'-5'-oligoadenylate synthetase 2(OAS2)	Homo sapiens
204972_at	2'-5'-oligoadenylate synthetase 2(OAS2)	Homo sapiens
201599_at	ornithine aminotransferase(OAT)	Homo sapiens
200077_s_at	ornithine decarboxylase antizyme 1(OAZ1)	Homo sapiens
1559648_at	long intergenic non-protein coding RNA 892(LINC00892)	Homo sapiens
201365_at	ornithine decarboxylase antizyme 2(OAZ2)	Homo sapiens
201364_s_at	ornithine decarboxylase antizyme 2(OAZ2)	Homo sapiens
206498_at	OCA2 melanosomal transmembrane protein(OCA2)	Homo sapiens
1553146_at	testis expressed 55(TEX55)	Homo sapiens
203446_s_at	OCRL inositol polyphosphate-5-phosphatase(OCRL)	Homo sapiens
200790_at	ornithine decarboxylase 1(ODC1)	Homo sapiens
1559079_at	long intergenic non-protein coding RNA 567(LINC00567)	Homo sapiens
205908_s_at	osteomodulin(OMD)	Homo sapiens
205907_s_at	osteomodulin(OMD)	Homo sapiens
1556639_at	long intergenic non-protein coding RNA 2724(LINC02724)	Homo sapiens
201282_at	oxoglutarate dehydrogenase(OGDH)	Homo sapiens
1554152_a_at	oxoglutarate dehydrogenase(OGDH)	Homo sapiens
1554151_at	oxoglutarate dehydrogenase(OGDH)	Homo sapiens
205760_s_at	8-oxoguanine DNA glycosylase(OGG1)	Homo sapiens
205301_s_at	8-oxoguanine DNA glycosylase(OGG1)	Homo sapiens
206215_at	opioid binding protein/cell adhesion molecule like(OPCML)	Homo sapiens
204933_s_at	TNF receptor superfamily member 11b(TNFRSF11B)	Homo sapiens
204932_at	TNF receptor superfamily member 11b(TNFRSF11B)	Homo sapiens
1554142_at	SUGT1 pseudogene 3(SUGT1P3)	Homo sapiens
1554143_a_at	SUGT1 pseudogene 3(SUGT1P3)	Homo sapiens
206323_x_at	oligophrenin 1(OPHN1)	Homo sapiens
1556725_a_at	uncharacterized LOC100128398(LOC100128398)	Homo sapiens
1556724_at	uncharacterized LOC100128398(LOC100128398)	Homo sapiens
1559110_at	opioid receptor delta 1(OPRD1)	Homo sapiens
1561292_at	uncharacterized LOC105370941(LOC105370941)	Homo sapiens
1554996_at	zinc finger protein 733, pseudogene(ZNF733P)	Homo sapiens
206564_at	opioid related nociceptin receptor 1(OPRL1)	Homo sapiens
206563_s_at	opioid related nociceptin receptor 1(OPRL1)	Homo sapiens
1564463_at	uncharacterized LOC105370939(LOC105370939)	Homo sapiens
1560676_at	siah E3 ubiquitin protein ligase family member 3(SIAH3)	Homo sapiens
1552604_at	long intergenic non-protein coding RNA 308(LINC00308)	Homo sapiens
1552605_s_at	long intergenic non-protein coding RNA 308(LINC00308)	Homo sapiens
1557465_at	transmembrane protein 272(TMEM272)	Homo sapiens
205085_at	origin recognition complex subunit 1(ORC1)	Homo sapiens
204853_at	origin recognition complex subunit 2(ORC2)	Homo sapiens
203351_s_at	origin recognition complex subunit 4(ORC4)	Homo sapiens
203352_at	origin recognition complex subunit 4(ORC4)	Homo sapiens
204957_at	origin recognition complex subunit 5(ORC5)	Homo sapiens
204981_at	solute carrier family 22 member 18(SLC22A18)	Homo sapiens
206097_at	SLC22A18 antisense RNA(SLC22A18AS)	Homo sapiens
205040_at	orosomucoid 1(ORM1)	Homo sapiens
205041_s_at	orosomucoid 1(ORM1)	Homo sapiens
1561983_at	long intergenic non-protein coding RNA 1206(LINC01206)	Homo sapiens
201799_s_at	oxysterol binding protein(OSBP)	Homo sapiens
1563051_at	oxysterol binding protein(OSBP)	Homo sapiens
201800_s_at	oxysterol binding protein(OSBP)	Homo sapiens
1562053_at	GALNT7 divergent transcript(GALNT7-DT)	Homo sapiens
1557878_at	GALNT7 divergent transcript(GALNT7-DT)	Homo sapiens
1557602_at	long intergenic non-protein coding RNA 870(LINC00870)	Homo sapiens
1561105_at	claudin 11(CLDN11)	Homo sapiens
206908_s_at	claudin 11(CLDN11)	Homo sapiens
206909_at	claudin 11(CLDN11)	Homo sapiens
1560201_at	zinc finger protein 713(ZNF713)	Homo sapiens
205432_at	oviductal glycoprotein 1(OVGP1)	Homo sapiens
1554915_a_at	phosphodiesterase 12(PDE12)	Homo sapiens
206604_at	ovo like transcriptional repressor 1(OVOL1)	Homo sapiens
1563097_at	dynein axonemal heavy chain 12(DNAH12)	Homo sapiens
1569274_at	long intergenic non-protein coding RNA 1588(LINC01588)	Homo sapiens
202780_at	3-oxoacid CoA-transferase 1(OXCT1)	Homo sapiens
206825_at	oxytocin receptor(OXTR)	Homo sapiens
1566471_at	uncharacterized LOC100996506(LOC100996506)	Homo sapiens
1566473_a_at	uncharacterized LOC100996506(LOC100996506)	Homo sapiens
1557821_at	long intergenic non-protein coding RNA 639(LINC00639)	Homo sapiens
204088_at	purinergic receptor P2X 4(P2RX4)	Homo sapiens
206277_at	purinergic receptor P2Y2(P2RY2)	Homo sapiens
1559526_at	uncharacterized LOC101930421(LOC101930421)	Homo sapiens
1564494_s_at	prolyl 4-hydroxylase subunit beta(P4HB)	Homo sapiens
200656_s_at	prolyl 4-hydroxylase subunit beta(P4HB)	Homo sapiens
200654_at	prolyl 4-hydroxylase subunit beta(P4HB)	Homo sapiens
205353_s_at	phosphatidylethanolamine binding protein 1(PEBP1)	Homo sapiens
1569582_at	arylacetamide deacetylase pseudogene 1(AADACP1)	Homo sapiens
1558647_at	SH3 domain containing 19(SH3D19)	Homo sapiens
201945_at	furin, paired basic amino acid cleaving enzyme(FURIN)	Homo sapiens
1553531_at	proprotein convertase subtilisin/kexin type 6(PCSK6)	Homo sapiens
206859_s_at	progestagen associated endometrial protein(PAEP)	Homo sapiens
200816_s_at	platelet activating factor acetylhydrolase 1b regulatory subunit 1(PAFAH1B1)	Homo sapiens
200813_s_at	platelet activating factor acetylhydrolase 1b regulatory subunit 1(PAFAH1B1)	Homo sapiens
200815_s_at	platelet activating factor acetylhydrolase 1b regulatory subunit 1(PAFAH1B1)	Homo sapiens
1569431_at	platelet activating factor acetylhydrolase 1b catalytic subunit 2(PAFAH1B2)	Homo sapiens
203228_at	platelet activating factor acetylhydrolase 1b catalytic subunit 3(PAFAH1B3)	Homo sapiens
205232_s_at	platelet activating factor acetylhydrolase 2(PAFAH2)	Homo sapiens
205233_s_at	platelet activating factor acetylhydrolase 2(PAFAH2)	Homo sapiens
205719_s_at	phenylalanine hydroxylase(PAH)	Homo sapiens
202628_s_at	serpin family E member 1(SERPINE1)	Homo sapiens
1568765_at	serpin family E member 1(SERPINE1)	Homo sapiens
202627_s_at	serpin family E member 1(SERPINE1)	Homo sapiens
1564816_at	chromosome 14 open reading frame 178(C14orf178)	Homo sapiens
1558425_x_at	long intergenic non-protein coding RNA 265(LINC00265)	Homo sapiens
1558423_at	long intergenic non-protein coding RNA 265(LINC00265)	Homo sapiens
1556927_at	potassium two pore domain channel subfamily K member 10(KCNK10)	Homo sapiens
204614_at	serpin family B member 2(SERPINB2)	Homo sapiens
1558320_at	uncharacterized LOC100996549(LOC100996549)	Homo sapiens
1565772_at	p21 (RAC1) activated kinase 1(PAK1)	Homo sapiens
1562287_at	syntrophin gamma 1(SNTG1)	Homo sapiens
1561442_at	long intergenic non-protein coding RNA 1148(LINC01148)	Homo sapiens
1559052_s_at	p21 (RAC1) activated kinase 2(PAK2)	Homo sapiens
205962_at	p21 (RAC1) activated kinase 2(PAK2)	Homo sapiens
1561087_at	long intergenic non-protein coding RNA 2367(LINC02367)	Homo sapiens
1559363_at	long intergenic non-protein coding RNA 1146(LINC01146)	Homo sapiens
203859_s_at	paralemmin(PALM)	Homo sapiens
202336_s_at	peptidylglycine alpha-amidating monooxygenase(PAM)	Homo sapiens
1557211_a_at	FAM181A antisense RNA 1(FAM181A-AS1)	Homo sapiens
205815_at	regenerating family member 3 alpha(REG3A)	Homo sapiens
1570422_at	syntrophin gamma 2(SNTG2)	Homo sapiens
201981_at	pappalysin 1(PAPPA)	Homo sapiens
1559928_at	pappalysin 1(PAPPA)	Homo sapiens
1559400_s_at	pappalysin 1(PAPPA)	Homo sapiens
1558607_at	pappalysin 1(PAPPA)	Homo sapiens
1558608_a_at	pappalysin 1(PAPPA)	Homo sapiens
201982_s_at	pappalysin 1(PAPPA)	Homo sapiens
1554855_at	parkin RBR E3 ubiquitin protein ligase(PRKN)	Homo sapiens
1555668_a_at	parkin RBR E3 ubiquitin protein ligase(PRKN)	Homo sapiens
203905_at	poly(A)-specific ribonuclease(PARN)	Homo sapiens
204004_at	pro-apoptotic WT1 regulator(PAWR)	Homo sapiens
1558017_s_at	pro-apoptotic WT1 regulator(PAWR)	Homo sapiens
204005_s_at	pro-apoptotic WT1 regulator(PAWR)	Homo sapiens
1562598_at	DLG5 antisense RNA 1(DLG5-AS1)	Homo sapiens
1553492_a_at	paired box 1(PAX1)	Homo sapiens
206229_x_at	paired box 2(PAX2)	Homo sapiens
206228_at	paired box 2(PAX2)	Homo sapiens
1560198_at	long intergenic non-protein coding RNA 523(LINC00523)	Homo sapiens
1559045_at	uncharacterized LOC100128288(LOC100128288)	Homo sapiens
206802_at	paired box 5(PAX5)	Homo sapiens
205646_s_at	paired box 6(PAX6)	Homo sapiens
1556638_at	paired box 7(PAX7)	Homo sapiens
204449_at	phosducin like(PDCL)	Homo sapiens
204448_s_at	phosducin like(PDCL)	Homo sapiens
1556511_a_at	NFIA antisense RNA 2(NFIA-AS2)	Homo sapiens
1556510_at	NFIA antisense RNA 2(NFIA-AS2)	Homo sapiens
205253_at	PBX homeobox 1(PBX1)	Homo sapiens
202875_s_at	PBX homeobox 2(PBX2)	Homo sapiens
202876_s_at	PBX homeobox 2(PBX2)	Homo sapiens
204082_at	PBX homeobox 3(PBX3)	Homo sapiens
204476_s_at	pyruvate carboxylase(PC)	Homo sapiens
203557_s_at	pterin-4 alpha-carbinolamine dehydratase 1(PCBD1)	Homo sapiens
204031_s_at	poly(rC) binding protein 2(PCBP2)	Homo sapiens
203860_at	propionyl-CoA carboxylase subunit alpha(PCCA)	Homo sapiens
1557502_at	propionyl-CoA carboxylase subunit beta(PCCB)	Homo sapiens
203918_at	protocadherin 1(PCDH1)	Homo sapiens
1561249_a_at	dynamin 1 pseudogene 35(DNM1P35)	Homo sapiens
1561398_at	long intergenic non-protein coding RNA 1505(LINC01505)	Homo sapiens
1569817_at	long intergenic non-protein coding RNA 1505(LINC01505)	Homo sapiens
205535_s_at	protocadherin 7(PCDH7)	Homo sapiens
205534_at	protocadherin 7(PCDH7)	Homo sapiens
206935_at	protocadherin 8(PCDH8)	Homo sapiens
1557576_at	progestin and adipoQ receptor family member 3(PAQR3)	Homo sapiens
1565602_at	protocadherin 9(PCDH9)	Homo sapiens
1565784_at	TNK2 antisense RNA 1(TNK2-AS1)	Homo sapiens
202847_at	phosphoenolpyruvate carboxykinase 2, mitochondrial(PCK2)	Homo sapiens
1562749_at	uncharacterized LOC644090(LOC644090)	Homo sapiens
202174_s_at	pericentriolar material 1(PCM1)	Homo sapiens
205202_at	protein-L-isoaspartate (D-aspartate) O-methyltransferase(PCMT1)	Homo sapiens
201202_at	proliferating cell nuclear antigen(PCNA)	Homo sapiens
203660_s_at	pericentrin(PCNT)	Homo sapiens
201812_s_at	chromosome 4 open reading frame 46(C4orf46)	Homo sapiens
202465_at	procollagen C-endopeptidase enhancer(PCOLCE)	Homo sapiens
201933_at	charged multivesicular body protein 1A(CHMP1A)	Homo sapiens
1564881_at	long intergenic non-protein coding RNA 1618(LINC01618)	Homo sapiens
205549_at	Purkinje cell protein 4(PCP4)	Homo sapiens
205825_at	proprotein convertase subtilisin/kexin type 1(PCSK1)	Homo sapiens
1561102_at	uncharacterized LOC101929488(LOC101929488)	Homo sapiens
1556297_a_at	uncharacterized LOC105370178(LOC105370178)	Homo sapiens
1556296_at	uncharacterized LOC105370178(LOC105370178)	Homo sapiens
205559_s_at	proprotein convertase subtilisin/kexin type 5(PCSK5)	Homo sapiens
205560_at	proprotein convertase subtilisin/kexin type 5(PCSK5)	Homo sapiens
204870_s_at	proprotein convertase subtilisin/kexin type 2(PCSK2)	Homo sapiens
204869_at	proprotein convertase subtilisin/kexin type 2(PCSK2)	Homo sapiens
1569995_at	MGAT4 family member D(MGAT4D)	Homo sapiens
206474_at	cyclin dependent kinase 17(CDK17)	Homo sapiens
1554224_at	long intergenic non-protein coding RNA 2712(LINC02712)	Homo sapiens
1554225_a_at	long intergenic non-protein coding RNA 2712(LINC02712)	Homo sapiens
204209_at	phosphate cytidylyltransferase 1A, choline(PCYT1A)	Homo sapiens
204210_s_at	phosphate cytidylyltransferase 1A, choline(PCYT1A)	Homo sapiens
1552588_a_at	cyclic nucleotide binding domain containing 1(CNBD1)	Homo sapiens
1552587_at	cyclic nucleotide binding domain containing 1(CNBD1)	Homo sapiens
204025_s_at	programmed cell death 2(PDCD2)	Homo sapiens
1562590_at	protogenin(PRTG)	Homo sapiens
1558680_s_at	phosphodiesterase 1A(PDE1A)	Homo sapiens
1554378_a_at	phosphodiesterase 1C(PDE1C)	Homo sapiens
1562520_at	uncharacterized LOC101929473(LOC101929473)	Homo sapiens
204134_at	phosphodiesterase 2A(PDE2A)	Homo sapiens
206388_at	phosphodiesterase 3A(PDE3A)	Homo sapiens
206389_s_at	phosphodiesterase 3A(PDE3A)	Homo sapiens
1561619_at	LINGO1 antisense RNA 2(LINGO1-AS2)	Homo sapiens
1557328_at	ALDH1A2 antisense RNA 1(ALDH1A2-AS1)	Homo sapiens
204735_at	phosphodiesterase 4A(PDE4A)	Homo sapiens
203708_at	phosphodiesterase 4B(PDE4B)	Homo sapiens
206792_x_at	phosphodiesterase 4C(PDE4C)	Homo sapiens
206791_s_at	phosphodiesterase 4C(PDE4C)	Homo sapiens
1554717_a_at	phosphodiesterase 4D(PDE4D)	Homo sapiens
204491_at	phosphodiesterase 4D(PDE4D)	Homo sapiens
206623_at	phosphodiesterase 6A(PDE6A)	Homo sapiens
204091_at	phosphodiesterase 6D(PDE6D)	Homo sapiens
1561678_at	long intergenic non-protein coding RNA 1722(LINC01722)	Homo sapiens
206841_at	phosphodiesterase 6H(PDE6H)	Homo sapiens
1552343_s_at	phosphodiesterase 7A(PDE7A)	Homo sapiens
1552931_a_at	phosphodiesterase 8A(PDE8A)	Homo sapiens
205593_s_at	phosphodiesterase 9A(PDE9A)	Homo sapiens
1560790_at	golgin A6 family like 2(GOLGA6L2)	Homo sapiens
206444_at	phosphodiesterase 1B(PDE1B)	Homo sapiens
205463_s_at	platelet derived growth factor subunit A(PDGFA)	Homo sapiens
1556588_at	ST20 antisense RNA 1(ST20-AS1)	Homo sapiens
204200_s_at	platelet derived growth factor subunit B(PDGFB)	Homo sapiens
203131_at	platelet derived growth factor receptor alpha(PDGFRA)	Homo sapiens
1554828_at	platelet derived growth factor receptor alpha(PDGFRA)	Homo sapiens
1561459_at	DTD1 antisense RNA 1(DTD1-AS1)	Homo sapiens
205226_at	platelet derived growth factor receptor like(PDGFRL)	Homo sapiens
1557777_at	phosphodiesterase 6B(PDE6B)	Homo sapiens
1560246_at	RETREG1 antisense RNA 1(RETREG1-AS1)	Homo sapiens
202273_at	platelet derived growth factor receptor beta(PDGFRB)	Homo sapiens
1557463_at	CPEB1 antisense RNA 1(CPEB1-AS1)	Homo sapiens
1560030_at	CPEB1 antisense RNA 1(CPEB1-AS1)	Homo sapiens
200980_s_at	pyruvate dehydrogenase E1 subunit alpha 1(PDHA1)	Homo sapiens
1555864_s_at	pyruvate dehydrogenase E1 subunit alpha 1(PDHA1)	Homo sapiens
200979_at	pyruvate dehydrogenase E1 subunit alpha 1(PDHA1)	Homo sapiens
1565911_at	actin gamma 1 pseudogene 17(ACTG1P17)	Homo sapiens
1569368_at	actin gamma 1 pseudogene 17(ACTG1P17)	Homo sapiens
1568844_at	uncharacterized LOC101929528(LOC101929528)	Homo sapiens
206686_at	pyruvate dehydrogenase kinase 1(PDK1)	Homo sapiens
1566526_at	long intergenic non-protein coding RNA 927(LINC00927)	Homo sapiens
1559579_at	long intergenic non-protein coding RNA 927(LINC00927)	Homo sapiens
202590_s_at	pyruvate dehydrogenase kinase 2(PDK2)	Homo sapiens
206348_s_at	pyruvate dehydrogenase kinase 3(PDK3)	Homo sapiens
206347_at	pyruvate dehydrogenase kinase 3(PDK3)	Homo sapiens
1559124_at	uncharacterized LOC644135(LOC644135)	Homo sapiens
1562321_at	pyruvate dehydrogenase kinase 4(PDK4)	Homo sapiens
205960_at	pyruvate dehydrogenase kinase 4(PDK4)	Homo sapiens
205066_s_at	ectonucleotide pyrophosphatase/phosphodiesterase 1(ENPP1)	Homo sapiens
205065_at	ectonucleotide pyrophosphatase/phosphodiesterase 1(ENPP1)	Homo sapiens
1562597_at	long intergenic non-protein coding RNA 2150(LINC02150)	Homo sapiens
204524_at	3-phosphoinositide dependent protein kinase 1(PDPK1)	Homo sapiens
1561141_at	long intergenic non-protein coding RNA 2544(LINC02544)	Homo sapiens
1568899_at	long intergenic non-protein coding RNA 1970(LINC01970)	Homo sapiens
206529_x_at	solute carrier family 26 member 4(SLC26A4)	Homo sapiens
206803_at	prodynorphin(PDYN)	Homo sapiens
205380_at	PDZ domain containing 1(PDZK1)	Homo sapiens
1559921_at	platelet and endothelial cell adhesion molecule 1(PECAM1)	Homo sapiens
1558397_at	platelet and endothelial cell adhesion molecule 1(PECAM1)	Homo sapiens
1556038_at	G protein-coupled receptor 173(GPR173)	Homo sapiens
1556039_s_at	G protein-coupled receptor 173(GPR173)	Homo sapiens
202283_at	serpin family F member 1(SERPINF1)	Homo sapiens
1555766_a_at	G protein subunit gamma 2(GNG2)	Homo sapiens
1562870_at	ETS1 antisense RNA 1(ETS1-AS1)	Homo sapiens
1558967_s_at	HLA complex group 18(HCG18)	Homo sapiens
1552985_at	solute carrier family 30 member 8(SLC30A8)	Homo sapiens
202108_at	peptidase D(PEPD)	Homo sapiens
1552813_at	Kruppel like factor 14(KLF14)	Homo sapiens
1552814_a_at	Kruppel like factor 14(KLF14)	Homo sapiens
1560563_at	uncharacterized LOC101929552(LOC101929552)	Homo sapiens
202861_at	period circadian regulator 1(PER1)	Homo sapiens
204300_at	glutamyl-tRNA amidotransferase subunit B(GATB)	Homo sapiens
1553330_at	serine rich single-pass membrane protein 1(SSMEM1)	Homo sapiens
1553329_at	serine rich single-pass membrane protein 1(SSMEM1)	Homo sapiens
1552523_a_at	tigger transposable element derived 4(TIGD4)	Homo sapiens
1552522_at	tigger transposable element derived 4(TIGD4)	Homo sapiens
204873_at	peroxisomal biogenesis factor 1(PEX1)	Homo sapiens
1563070_at	long intergenic non-protein coding RNA 1395(LINC01395)	Homo sapiens
204545_at	peroxisomal biogenesis factor 6(PEX6)	Homo sapiens
205420_at	peroxisomal biogenesis factor 7(PEX7)	Homo sapiens
206351_s_at	peroxisomal biogenesis factor 10(PEX10)	Homo sapiens
206352_s_at	peroxisomal biogenesis factor 10(PEX10)	Homo sapiens
205094_at	peroxisomal biogenesis factor 12(PEX12)	Homo sapiens
1556158_at	stabilizer of axonemal microtubules 2(SAXO2)	Homo sapiens
1558163_at	peroxisomal biogenesis factor 13(PEX13)	Homo sapiens
205246_at	peroxisomal biogenesis factor 13(PEX13)	Homo sapiens
1558164_s_at	peroxisomal biogenesis factor 13(PEX13)	Homo sapiens
1556009_at	peroxisomal biogenesis factor 13(PEX13)	Homo sapiens
1561555_at	long intergenic non-protein coding RNA 970(LINC00970)	Homo sapiens
203503_s_at	peroxisomal biogenesis factor 14(PEX14)	Homo sapiens
1558915_a_at	peroxisomal biogenesis factor 14(PEX14)	Homo sapiens
1553591_at	BCR pseudogene 3(BCRP3)	Homo sapiens
1553592_x_at	BCR pseudogene 3(BCRP3)	Homo sapiens
206390_x_at	platelet factor 4(PF4)	Homo sapiens
